originalLocation,position,x,y,z
O-02-23,"634, 1318, 2",634,1318,2
O-02-30,"650, 1318, 3",650,1318,3
O-02-40,"650, 1318, 4",650,1318,4
O-03-11,"616, 1260, 1",616,1260,1
O-03-12,"600, 1260, 1",600,1260,1
O-03-13,"584, 1260, 1",584,1260,1
O-03-21,"616, 1260, 2",616,1260,2
O-03-22,"600, 1260, 2",600,1260,2
O-03-23,"584, 1260, 2",584,1260,2
O-03-30,"600, 1260, 3",600,1260,3
O-03-40,"600, 1260, 4",600,1260,4
O-04-11,"616, 1318, 1",616,1318,1
O-04-12,"600, 1318, 1",600,1318,1
O-04-13,"584, 1318, 1",584,1318,1
O-04-21,"616, 1318, 2",616,1318,2
O-04-22,"600, 1318, 2",600,1318,2
O-04-23,"584, 1318, 2",584,1318,2
O-04-30,"600, 1318, 3",600,1318,3
O-04-40,"600, 1318, 4",600,1318,4
O-05-11,"566, 1260, 1",566,1260,1
O-05-12,"550, 1260, 1",550,1260,1
O-05-13,"534, 1260, 1",534,1260,1
O-05-21,"566, 1260, 2",566,1260,2
O-05-22,"550, 1260, 2",550,1260,2
O-05-23,"534, 1260, 2",534,1260,2
O-05-30,"550, 1260, 3",550,1260,3
O-05-40,"550, 1260, 4",550,1260,4
O-06-11,"566, 1318, 1",566,1318,1
O-06-12,"550, 1318, 1",550,1318,1
O-06-13,"534, 1318, 1",534,1318,1
O-06-21,"566, 1318, 2",566,1318,2
O-06-22,"550, 1318, 2",550,1318,2
O-06-23,"534, 1318, 2",534,1318,2
O-06-30,"550, 1318, 3",550,1318,3
O-06-40,"550, 1318, 4",550,1318,4
O-07-11,"516, 1260, 1",516,1260,1
O-07-12,"500, 1260, 1",500,1260,1
O-07-13,"484, 1260, 1",484,1260,1
O-07-21,"516, 1260, 2",516,1260,2
O-07-22,"500, 1260, 2",500,1260,2
O-07-23,"484, 1260, 2",484,1260,2
O-07-30,"500, 1260, 3",500,1260,3
O-07-40,"500, 1260, 4",500,1260,4
O-08-11,"516, 1318, 1",516,1318,1
O-08-12,"500, 1318, 1",500,1318,1
O-08-13,"484, 1318, 1",484,1318,1
O-08-21,"516, 1318, 2",516,1318,2
O-08-22,"500, 1318, 2",500,1318,2
O-08-23,"484, 1318, 2",484,1318,2
O-08-30,"500, 1318, 3",500,1318,3
O-08-40,"500, 1318, 4",500,1318,4
O-09-11,"466, 1260, 1",466,1260,1
O-09-12,"450, 1260, 1",450,1260,1
O-09-13,"434, 1260, 1",434,1260,1
O-09-21,"466, 1260, 2",466,1260,2
O-09-22,"450, 1260, 2",450,1260,2
O-09-23,"434, 1260, 2",434,1260,2
O-09-30,"450, 1260, 3",450,1260,3
O-09-40,"450, 1260, 4",450,1260,4
O-10-11,"466, 1318, 1",466,1318,1
O-10-12,"450, 1318, 1",450,1318,1
O-10-13,"434, 1318, 1",434,1318,1
O-10-21,"466, 1318, 2",466,1318,2
O-10-22,"450, 1318, 2",450,1318,2
O-10-23,"434, 1318, 2",434,1318,2
O-10-30,"450, 1318, 3",450,1318,3
O-10-40,"450, 1318, 4",450,1318,4
O-13-11,"368, 1170, 1",368,1170,1
O-13-12,"352, 1170, 1",352,1170,1
O-13-13,"336, 1170, 1",336,1170,1
O-13-21,"368, 1170, 2",368,1170,2
O-13-22,"352, 1170, 2",352,1170,2
O-13-23,"336, 1170, 2",336,1170,2
O-13-30,"352, 1170, 3",352,1170,3
O-13-40,"352, 1170, 4",352,1170,4
O-14-11,"368, 1228, 1",368,1228,1
O-14-12,"352, 1228, 1",352,1228,1
O-14-13,"336, 1228, 1",336,1228,1
O-14-21,"368, 1228, 2",368,1228,2
O-14-22,"352, 1228, 2",352,1228,2
O-14-23,"336, 1228, 2",336,1228,2
O-14-30,"352, 1228, 3",352,1228,3
O-14-40,"352, 1228, 4",352,1228,4
O-15-11,"318, 1170, 1",318,1170,1
O-15-12,"302, 1170, 1",302,1170,1
O-15-13,"286, 1170, 1",286,1170,1
O-15-21,"318, 1170, 2",318,1170,2
O-15-22,"302, 1170, 2",302,1170,2
O-15-23,"286, 1170, 2",286,1170,2
O-15-30,"302, 1170, 3",302,1170,3
O-15-40,"302, 1170, 4",302,1170,4
O-16-11,"318, 1228, 1",318,1228,1
O-16-12,"302, 1228, 1",302,1228,1
O-16-13,"286, 1228, 1",286,1228,1
O-16-21,"318, 1228, 2",318,1228,2
O-16-22,"302, 1228, 2",302,1228,2
O-16-23,"286, 1228, 2",286,1228,2
O-16-30,"302, 1228, 3",302,1228,3
O-16-40,"302, 1228, 4",302,1228,4
O-17-11,"268, 1170, 1",268,1170,1
O-17-12,"252, 1170, 1",252,1170,1
O-17-13,"236, 1170, 1",236,1170,1
O-17-21,"268, 1170, 2",268,1170,2
O-17-22,"252, 1170, 2",252,1170,2
O-17-23,"236, 1170, 2",236,1170,2
O-17-30,"252, 1170, 3",252,1170,3
O-17-40,"252, 1170, 4",252,1170,4
O-18-11,"268, 1228, 1",268,1228,1
O-18-12,"252, 1228, 1",252,1228,1
O-18-13,"236, 1228, 1",236,1228,1
O-18-21,"268, 1228, 2",268,1228,2
O-18-22,"252, 1228, 2",252,1228,2
O-18-23,"236, 1228, 2",236,1228,2
O-18-30,"252, 1228, 3",252,1228,3
O-18-40,"252, 1228, 4",252,1228,4
O-19-11,"218, 1170, 1",218,1170,1
O-19-12,"202, 1170, 1",202,1170,1
O-19-13,"186, 1170, 1",186,1170,1
O-19-21,"218, 1170, 2",218,1170,2
O-19-22,"202, 1170, 2",202,1170,2
O-19-23,"186, 1170, 2",186,1170,2
O-19-30,"202, 1170, 3",202,1170,3
O-19-40,"202, 1170, 4",202,1170,4
O-20-11,"218, 1228, 1",218,1228,1
O-20-12,"202, 1228, 1",202,1228,1
O-20-13,"186, 1228, 1",186,1228,1
O-20-21,"218, 1228, 2",218,1228,2
O-20-22,"202, 1228, 2",202,1228,2
O-20-23,"186, 1228, 2",186,1228,2
O-20-30,"202, 1228, 3",202,1228,3
O-20-40,"202, 1228, 4",202,1228,4
O-21-11,"168, 1170, 1",168,1170,1
O-21-12,"152, 1170, 1",152,1170,1
O-21-13,"136, 1170, 1",136,1170,1
O-21-21,"168, 1170, 2",168,1170,2
O-21-22,"152, 1170, 2",152,1170,2
O-21-23,"136, 1170, 2",136,1170,2
O-21-30,"152, 1170, 3",152,1170,3
O-21-40,"152, 1170, 4",152,1170,4
O-22-11,"168, 1228, 1",168,1228,1
O-22-12,"152, 1228, 1",152,1228,1
O-22-13,"136, 1228, 1",136,1228,1
O-22-21,"168, 1228, 2",168,1228,2
O-22-22,"152, 1228, 2",152,1228,2
O-22-23,"136, 1228, 2",136,1228,2
O-22-30,"152, 1228, 3",152,1228,3
O-22-40,"152, 1228, 4",152,1228,4
O-23-11,"118, 1170, 1",118,1170,1
O-23-12,"102, 1170, 1",102,1170,1
O-23-13,"86, 1170, 1",86,1170,1
O-23-21,"118, 1170, 2",118,1170,2
O-23-22,"102, 1170, 2",102,1170,2
O-23-23,"86, 1170, 2",86,1170,2
O-23-30,"102, 1170, 3",102,1170,3
O-23-40,"102, 1170, 4",102,1170,4
O-24-11,"118, 1228, 1",118,1228,1
O-24-12,"102, 1228, 1",102,1228,1
O-24-13,"86, 1228, 1",86,1228,1
O-24-21,"118, 1228, 2",118,1228,2
O-24-22,"102, 1228, 2",102,1228,2
O-24-23,"86, 1228, 2",86,1228,2
O-24-30,"102, 1228, 3",102,1228,3
O-24-40,"102, 1228, 4",102,1228,4
P-01-11,"666, 1350, 1",666,1350,1
P-01-12,"650, 1350, 1",650,1350,1
P-01-13,"634, 1350, 1",634,1350,1
P-01-21,"666, 1350, 2",666,1350,2
P-01-22,"650, 1350, 2",650,1350,2
P-01-23,"634, 1350, 2",634,1350,2
P-01-30,"650, 1350, 3",650,1350,3
P-01-40,"650, 1350, 4",650,1350,4
P-02-11,"666, 1408, 1",666,1408,1
P-02-12,"650, 1408, 1",650,1408,1
P-02-13,"634, 1408, 1",634,1408,1
P-02-21,"666, 1408, 2",666,1408,2
P-02-22,"650, 1408, 2",650,1408,2
P-02-23,"634, 1408, 2",634,1408,2
P-02-30,"650, 1408, 3",650,1408,3
P-02-40,"650, 1408, 4",650,1408,4
P-03-11,"616, 1350, 1",616,1350,1
P-03-12,"600, 1350, 1",600,1350,1
P-03-13,"584, 1350, 1",584,1350,1
P-03-21,"616, 1350, 2",616,1350,2
P-03-22,"600, 1350, 2",600,1350,2
P-03-23,"584, 1350, 2",584,1350,2
P-03-30,"600, 1350, 3",600,1350,3
P-03-40,"600, 1350, 4",600,1350,4
P-04-11,"616, 1408, 1",616,1408,1
P-04-12,"600, 1408, 1",600,1408,1
P-04-13,"584, 1408, 1",584,1408,1
P-04-21,"616, 1408, 2",616,1408,2
P-04-22,"600, 1408, 2",600,1408,2
P-04-23,"584, 1408, 2",584,1408,2
P-04-30,"600, 1408, 3",600,1408,3
P-04-40,"600, 1408, 4",600,1408,4
P-05-11,"566, 1350, 1",566,1350,1
P-05-12,"550, 1350, 1",550,1350,1
P-05-13,"534, 1350, 1",534,1350,1
P-05-21,"566, 1350, 2",566,1350,2
P-05-22,"550, 1350, 2",550,1350,2
P-05-23,"534, 1350, 2",534,1350,2
P-05-30,"550, 1350, 3",550,1350,3
P-05-40,"550, 1350, 4",550,1350,4
P-06-11,"566, 1408, 1",566,1408,1
P-06-12,"550, 1408, 1",550,1408,1
P-06-13,"534, 1408, 1",534,1408,1
P-06-21,"566, 1408, 2",566,1408,2
P-06-22,"550, 1408, 2",550,1408,2
P-06-23,"534, 1408, 2",534,1408,2
P-06-30,"550, 1408, 3",550,1408,3
P-06-40,"550, 1408, 4",550,1408,4
P-07-11,"516, 1350, 1",516,1350,1
P-07-12,"500, 1350, 1",500,1350,1
P-07-13,"484, 1350, 1",484,1350,1
P-07-21,"516, 1350, 2",516,1350,2
P-07-22,"500, 1350, 2",500,1350,2
P-07-23,"484, 1350, 2",484,1350,2
P-07-30,"500, 1350, 3",500,1350,3
P-07-40,"500, 1350, 4",500,1350,4
P-08-11,"516, 1408, 1",516,1408,1
P-08-12,"500, 1408, 1",500,1408,1
P-08-13,"484, 1408, 1",484,1408,1
P-08-21,"516, 1408, 2",516,1408,2
P-08-22,"500, 1408, 2",500,1408,2
P-08-23,"484, 1408, 2",484,1408,2
P-08-30,"500, 1408, 3",500,1408,3
P-08-40,"500, 1408, 4",500,1408,4
P-09-11,"466, 1350, 1",466,1350,1
P-09-12,"450, 1350, 1",450,1350,1
P-09-13,"434, 1350, 1",434,1350,1
P-09-21,"466, 1350, 2",466,1350,2
P-09-22,"450, 1350, 2",450,1350,2
P-09-23,"434, 1350, 2",434,1350,2
P-09-30,"450, 1350, 3",450,1350,3
P-09-40,"450, 1350, 4",450,1350,4
P-10-11,"466, 1408, 1",466,1408,1
P-10-12,"450, 1408, 1",450,1408,1
P-10-13,"434, 1408, 1",434,1408,1
P-10-21,"466, 1408, 2",466,1408,2
P-10-22,"450, 1408, 2",450,1408,2
P-10-23,"434, 1408, 2",434,1408,2
P-10-30,"450, 1408, 3",450,1408,3
P-10-40,"450, 1408, 4",450,1408,4
P-13-11,"368, 1260, 1",368,1260,1
P-13-12,"352, 1260, 1",352,1260,1
P-13-13,"336, 1260, 1",336,1260,1
P-13-21,"368, 1260, 2",368,1260,2
P-13-22,"352, 1260, 2",352,1260,2
P-13-23,"336, 1260, 2",336,1260,2
P-13-30,"352, 1260, 3",352,1260,3
P-13-40,"352, 1260, 4",352,1260,4
P-14-11,"368, 1318, 1",368,1318,1
P-14-12,"352, 1318, 1",352,1318,1
P-14-13,"336, 1318, 1",336,1318,1
P-14-21,"368, 1318, 2",368,1318,2
P-14-22,"352, 1318, 2",352,1318,2
P-14-23,"336, 1318, 2",336,1318,2
P-14-30,"352, 1318, 3",352,1318,3
P-14-40,"352, 1318, 4",352,1318,4
P-15-11,"318, 1260, 1",318,1260,1
P-15-12,"302, 1260, 1",302,1260,1
P-15-13,"286, 1260, 1",286,1260,1
P-15-21,"318, 1260, 2",318,1260,2
P-15-22,"302, 1260, 2",302,1260,2
P-15-23,"286, 1260, 2",286,1260,2
P-15-30,"302, 1260, 3",302,1260,3
P-15-40,"302, 1260, 4",302,1260,4
P-16-11,"318, 1318, 1",318,1318,1
P-16-12,"302, 1318, 1",302,1318,1
P-16-13,"286, 1318, 1",286,1318,1
P-16-21,"318, 1318, 2",318,1318,2
P-16-22,"302, 1318, 2",302,1318,2
P-16-23,"286, 1318, 2",286,1318,2
P-16-30,"302, 1318, 3",302,1318,3
P-16-40,"302, 1318, 4",302,1318,4
P-17-11,"268, 1260, 1",268,1260,1
P-17-12,"252, 1260, 1",252,1260,1
P-17-13,"236, 1260, 1",236,1260,1
P-17-21,"268, 1260, 2",268,1260,2
P-17-22,"252, 1260, 2",252,1260,2
P-17-23,"236, 1260, 2",236,1260,2
P-17-30,"252, 1260, 3",252,1260,3
P-17-40,"252, 1260, 4",252,1260,4
P-18-11,"268, 1318, 1",268,1318,1
P-18-12,"252, 1318, 1",252,1318,1
P-18-13,"236, 1318, 1",236,1318,1
P-18-21,"268, 1318, 2",268,1318,2
P-18-22,"252, 1318, 2",252,1318,2
P-18-23,"236, 1318, 2",236,1318,2
P-18-30,"252, 1318, 3",252,1318,3
P-18-40,"252, 1318, 4",252,1318,4
P-19-11,"218, 1260, 1",218,1260,1
P-19-12,"202, 1260, 1",202,1260,1
P-19-13,"186, 1260, 1",186,1260,1
P-19-21,"218, 1260, 2",218,1260,2
P-19-22,"202, 1260, 2",202,1260,2
P-19-23,"186, 1260, 2",186,1260,2
P-19-30,"202, 1260, 3",202,1260,3
P-19-40,"202, 1260, 4",202,1260,4
P-20-11,"218, 1318, 1",218,1318,1
P-20-12,"202, 1318, 1",202,1318,1
P-20-13,"186, 1318, 1",186,1318,1
P-20-21,"218, 1318, 2",218,1318,2
P-20-22,"202, 1318, 2",202,1318,2
P-20-23,"186, 1318, 2",186,1318,2
P-20-30,"202, 1318, 3",202,1318,3
P-20-40,"202, 1318, 4",202,1318,4
P-21-11,"168, 1260, 1",168,1260,1
P-21-12,"152, 1260, 1",152,1260,1
P-21-13,"136, 1260, 1",136,1260,1
P-21-21,"168, 1260, 2",168,1260,2
P-21-22,"152, 1260, 2",152,1260,2
P-21-23,"136, 1260, 2",136,1260,2
P-21-30,"152, 1260, 3",152,1260,3
P-21-40,"152, 1260, 4",152,1260,4
P-22-11,"168, 1318, 1",168,1318,1
P-22-12,"152, 1318, 1",152,1318,1
P-22-13,"136, 1318, 1",136,1318,1
P-22-21,"168, 1318, 2",168,1318,2
P-22-22,"152, 1318, 2",152,1318,2
P-22-23,"136, 1318, 2",136,1318,2
P-22-30,"152, 1318, 3",152,1318,3
P-22-40,"152, 1318, 4",152,1318,4
P-23-11,"118, 1260, 1",118,1260,1
P-23-12,"102, 1260, 1",102,1260,1
P-23-13,"86, 1260, 1",86,1260,1
P-23-21,"118, 1260, 2",118,1260,2
P-23-22,"102, 1260, 2",102,1260,2
P-23-23,"86, 1260, 2",86,1260,2
P-23-30,"102, 1260, 3",102,1260,3
P-23-40,"102, 1260, 4",102,1260,4
P-24-11,"118, 1318, 1",118,1318,1
P-24-12,"102, 1318, 1",102,1318,1
P-24-13,"86, 1318, 1",86,1318,1
P-24-21,"118, 1318, 2",118,1318,2
P-24-22,"102, 1318, 2",102,1318,2
P-24-23,"86, 1318, 2",86,1318,2
P-24-30,"102, 1318, 3",102,1318,3
P-24-40,"102, 1318, 4",102,1318,4
Q-01-11,"666, 1440, 1",666,1440,1
Q-01-12,"650, 1440, 1",650,1440,1
Q-01-13,"634, 1440, 1",634,1440,1
Q-01-21,"666, 1440, 2",666,1440,2
Q-01-22,"650, 1440, 2",650,1440,2
Q-01-23,"634, 1440, 2",634,1440,2
Q-01-30,"650, 1440, 3",650,1440,3
Q-01-40,"650, 1440, 4",650,1440,4
Q-03-11,"616, 1440, 1",616,1440,1
Q-03-12,"600, 1440, 1",600,1440,1
Q-03-13,"584, 1440, 1",584,1440,1
Q-03-21,"616, 1440, 2",616,1440,2
Q-03-22,"600, 1440, 2",600,1440,2
Q-03-23,"584, 1440, 2",584,1440,2
Q-03-30,"600, 1440, 3",600,1440,3
Q-03-40,"600, 1440, 4",600,1440,4
Q-05-11,"566, 1440, 1",566,1440,1
Q-05-12,"550, 1440, 1",550,1440,1
Q-05-13,"534, 1440, 1",534,1440,1
Q-05-21,"566, 1440, 2",566,1440,2
Q-05-22,"550, 1440, 2",550,1440,2
Q-05-23,"534, 1440, 2",534,1440,2
Q-05-30,"550, 1440, 3",550,1440,3
Q-05-40,"550, 1440, 4",550,1440,4
Q-07-11,"516, 1440, 1",516,1440,1
Q-07-12,"500, 1440, 1",500,1440,1
Q-07-13,"484, 1440, 1",484,1440,1
Q-07-21,"516, 1440, 2",516,1440,2
Q-07-22,"500, 1440, 2",500,1440,2
Q-07-23,"484, 1440, 2",484,1440,2
Q-07-30,"500, 1440, 3",500,1440,3
Q-07-40,"500, 1440, 4",500,1440,4
Q-09-11,"466, 1440, 1",466,1440,1
Q-09-12,"450, 1440, 1",450,1440,1
Q-09-13,"434, 1440, 1",434,1440,1
Q-09-21,"466, 1440, 2",466,1440,2
Q-09-22,"450, 1440, 2",450,1440,2
Q-09-23,"434, 1440, 2",434,1440,2
Q-09-30,"450, 1440, 3",450,1440,3
Q-09-40,"450, 1440, 4",450,1440,4
Q-13-11,"368, 1350, 1",368,1350,1
Q-13-12,"352, 1350, 1",352,1350,1
Q-13-13,"336, 1350, 1",336,1350,1
Q-13-21,"368, 1350, 2",368,1350,2
Q-13-22,"352, 1350, 2",352,1350,2
Q-13-23,"336, 1350, 2",336,1350,2
Q-13-30,"352, 1350, 3",352,1350,3
Q-13-40,"352, 1350, 4",352,1350,4
Q-14-11,"368, 1408, 1",368,1408,1
Q-14-12,"352, 1408, 1",352,1408,1
Q-14-13,"336, 1408, 1",336,1408,1
Q-14-21,"368, 1408, 2",368,1408,2
Q-14-22,"352, 1408, 2",352,1408,2
Q-14-23,"336, 1408, 2",336,1408,2
Q-14-30,"352, 1408, 3",352,1408,3
Q-14-40,"352, 1408, 4",352,1408,4
Q-15-11,"318, 1350, 1",318,1350,1
Q-15-12,"302, 1350, 1",302,1350,1
Q-15-13,"286, 1350, 1",286,1350,1
Q-15-21,"318, 1350, 2",318,1350,2
Q-15-22,"302, 1350, 2",302,1350,2
Q-15-23,"286, 1350, 2",286,1350,2
Q-15-30,"302, 1350, 3",302,1350,3
Q-15-40,"302, 1350, 4",302,1350,4
Q-16-11,"318, 1408, 1",318,1408,1
Q-16-12,"302, 1408, 1",302,1408,1
Q-16-13,"286, 1408, 1",286,1408,1
Q-16-21,"318, 1408, 2",318,1408,2
Q-16-22,"302, 1408, 2",302,1408,2
Q-16-23,"286, 1408, 2",286,1408,2
Q-16-30,"302, 1408, 3",302,1408,3
Q-16-40,"302, 1408, 4",302,1408,4
Q-17-11,"268, 1350, 1",268,1350,1
Q-17-12,"252, 1350, 1",252,1350,1
Q-17-13,"236, 1350, 1",236,1350,1
Q-17-21,"268, 1350, 2",268,1350,2
Q-17-22,"252, 1350, 2",252,1350,2
Q-17-23,"236, 1350, 2",236,1350,2
Q-17-30,"252, 1350, 3",252,1350,3
Q-17-40,"252, 1350, 4",252,1350,4
Q-18-11,"268, 1408, 1",268,1408,1
Q-18-12,"252, 1408, 1",252,1408,1
Q-18-13,"236, 1408, 1",236,1408,1
Q-18-21,"268, 1408, 2",268,1408,2
Q-18-22,"252, 1408, 2",252,1408,2
Q-18-23,"236, 1408, 2",236,1408,2
Q-18-30,"252, 1408, 3",252,1408,3
Q-18-40,"252, 1408, 4",252,1408,4
Q-19-11,"218, 1350, 1",218,1350,1
Q-19-12,"202, 1350, 1",202,1350,1
Q-19-13,"186, 1350, 1",186,1350,1
Q-19-21,"218, 1350, 2",218,1350,2
Q-19-22,"202, 1350, 2",202,1350,2
Q-19-23,"186, 1350, 2",186,1350,2
Q-19-30,"202, 1350, 3",202,1350,3
Q-19-40,"202, 1350, 4",202,1350,4
Q-20-11,"218, 1408, 1",218,1408,1
Q-20-12,"202, 1408, 1",202,1408,1
Q-20-13,"186, 1408, 1",186,1408,1
Q-20-21,"218, 1408, 2",218,1408,2
Q-20-22,"202, 1408, 2",202,1408,2
Q-20-23,"186, 1408, 2",186,1408,2
Q-20-30,"202, 1408, 3",202,1408,3
Q-20-40,"202, 1408, 4",202,1408,4
Q-21-11,"168, 1350, 1",168,1350,1
Q-21-12,"152, 1350, 1",152,1350,1
Q-21-13,"136, 1350, 1",136,1350,1
Q-21-21,"168, 1350, 2",168,1350,2
Q-21-22,"152, 1350, 2",152,1350,2
Q-21-23,"136, 1350, 2",136,1350,2
Q-21-30,"152, 1350, 3",152,1350,3
Q-21-40,"152, 1350, 4",152,1350,4
Q-22-11,"168, 1408, 1",168,1408,1
Q-22-12,"152, 1408, 1",152,1408,1
Q-22-13,"136, 1408, 1",136,1408,1
Q-22-21,"168, 1408, 2",168,1408,2
Q-22-22,"152, 1408, 2",152,1408,2
Q-22-23,"136, 1408, 2",136,1408,2
Q-22-30,"152, 1408, 3",152,1408,3
Q-22-40,"152, 1408, 4",152,1408,4
Q-23-11,"118, 1350, 1",118,1350,1
Q-23-12,"102, 1350, 1",102,1350,1
Q-23-13,"86, 1350, 1",86,1350,1
Q-23-21,"118, 1350, 2",118,1350,2
Q-23-22,"102, 1350, 2",102,1350,2
Q-23-23,"86, 1350, 2",86,1350,2
Q-23-30,"102, 1350, 3",102,1350,3
Q-23-40,"102, 1350, 4",102,1350,4
Q-24-11,"118, 1408, 1",118,1408,1
Q-24-12,"102, 1408, 1",102,1408,1
Q-24-13,"86, 1408, 1",86,1408,1
Q-24-21,"118, 1408, 2",118,1408,2
Q-24-22,"102, 1408, 2",102,1408,2
Q-24-23,"86, 1408, 2",86,1408,2
Q-24-30,"102, 1408, 3",102,1408,3
Q-24-40,"102, 1408, 4",102,1408,4
R-13-11,"368, 1440, 1",368,1440,1
R-13-12,"352, 1440, 1",352,1440,1
R-13-13,"336, 1440, 1",336,1440,1
R-13-21,"368, 1440, 2",368,1440,2
R-13-22,"352, 1440, 2",352,1440,2
R-13-23,"336, 1440, 2",336,1440,2
R-13-30,"352, 1440, 3",352,1440,3
R-13-40,"352, 1440, 4",352,1440,4
R-15-11,"318, 1440, 1",318,1440,1
R-15-12,"302, 1440, 1",302,1440,1
R-15-13,"286, 1440, 1",286,1440,1
R-15-21,"318, 1440, 2",318,1440,2
R-15-22,"302, 1440, 2",302,1440,2
R-15-23,"286, 1440, 2",286,1440,2
R-15-30,"302, 1440, 3",302,1440,3
R-15-40,"302, 1440, 4",302,1440,4
R-17-11,"268, 1440, 1",268,1440,1
R-17-12,"252, 1440, 1",252,1440,1
R-17-13,"236, 1440, 1",236,1440,1
R-17-21,"268, 1440, 2",268,1440,2
R-17-22,"252, 1440, 2",252,1440,2
R-17-23,"236, 1440, 2",236,1440,2
R-17-30,"252, 1440, 3",252,1440,3
R-17-40,"252, 1440, 4",252,1440,4
R-19-11,"218, 1440, 1",218,1440,1
R-19-12,"202, 1440, 1",202,1440,1
R-19-13,"186, 1440, 1",186,1440,1
R-19-21,"218, 1440, 2",218,1440,2
R-19-22,"202, 1440, 2",202,1440,2
R-19-23,"186, 1440, 2",186,1440,2
R-19-30,"202, 1440, 3",202,1440,3
R-19-40,"202, 1440, 4",202,1440,4
R-21-11,"168, 1440, 1",168,1440,1
R-21-12,"152, 1440, 1",152,1440,1
R-21-13,"136, 1440, 1",136,1440,1
R-21-21,"168, 1440, 2",168,1440,2
R-21-22,"152, 1440, 2",152,1440,2
R-21-23,"136, 1440, 2",136,1440,2
R-21-30,"152, 1440, 3",152,1440,3
R-21-40,"152, 1440, 4",152,1440,4
R-23-11,"118, 1440, 1",118,1440,1
R-23-12,"102, 1440, 1",102,1440,1
R-23-13,"86, 1440, 1",86,1440,1
R-23-21,"118, 1440, 2",118,1440,2
R-23-22,"102, 1440, 2",102,1440,2
R-23-23,"86, 1440, 2",86,1440,2
R-23-30,"102, 1440, 3",102,1440,3
R-23-40,"102, 1440, 4",102,1440,4
K-25-30,"403, 868, 3",403,868,3
K-25-40,"403, 868, 4",403,868,4
K-26-30,"403, 900, 3",403,900,3
K-26-40,"403, 900, 4",403,900,4
L-25-30,"403, 958, 3",403,958,3
L-25-40,"403, 958, 4",403,958,4
L-26-30,"403, 990, 3",403,990,3
L-26-40,"403, 990, 4",403,990,4
M-25-30,"403, 1048, 3",403,1048,3
M-25-40,"403, 1048, 4",403,1048,4
M-26-30,"403, 1080, 3",403,1080,3
M-26-40,"403, 1080, 4",403,1080,4
N-25-30,"403, 1138, 3",403,1138,3
N-25-40,"403, 1138, 4",403,1138,4
N-26-30,"403, 1170, 3",403,1170,3
N-26-40,"403, 1170, 4",403,1170,4
O-25-30,"403, 1228, 3",403,1228,3
O-25-40,"403, 1228, 4",403,1228,4
O-26-30,"403, 1260, 3",403,1260,3
O-26-40,"403, 1260, 4",403,1260,4
P-25-30,"403, 1318, 3",403,1318,3
P-25-40,"403, 1318, 4",403,1318,4
P-26-30,"403, 1350, 3",403,1350,3
P-26-40,"403, 1350, 4",403,1350,4
Q-25-30,"403, 1408, 3",403,1408,3
Q-25-40,"403, 1408, 4",403,1408,4
Q-26-30,"403, 1440, 3",403,1440,3
Q-26-40,"403, 1440, 4",403,1440,4
